"Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
16 May 2016 03:46:35.792,16 May 2016 04:44:17.849,3462.058
16 May 2016 05:17:58.569,16 May 2016 06:15:43.858,3465.289
16 May 2016 06:49:21.316,16 May 2016 07:47:09.886,3468.571
16 May 2016 08:20:44.035,16 May 2016 09:18:35.936,3471.902
16 May 2016 09:52:06.720,16 May 2016 10:50:02.008,3475.289
16 May 2016 11:23:29.370,16 May 2016 12:21:28.105,3478.736
16 May 2016 12:54:51.991,16 May 2016 13:52:54.224,3482.232
16 May 2016 14:26:14.582,16 May 2016 15:24:20.367,3485.785
16 May 2016 15:57:37.141,16 May 2016 16:55:46.536,3489.396
16 May 2016 17:28:59.672,16 May 2016 18:27:12.732,3493.060
16 May 2016 19:00:22.164,16 May 2016 19:58:38.956,3496.791
16 May 2016 20:31:44.633,16 May 2016 21:30:05.208,3500.575
16 May 2016 22:03:07.064,16 May 2016 23:01:31.490,3504.426
16 May 2016 23:34:29.469,17 May 2016 00:32:57.803,3508.335
17 May 2016 01:05:51.834,17 May 2016 02:04:24.148,3512.315
17 May 2016 02:37:14.175,17 May 2016 03:35:50.527,3516.352
17 May 2016 04:08:36.482,17 May 2016 05:07:16.937,3520.455
17 May 2016 05:39:58.756,17 May 2016 06:38:43.388,3524.632
17 May 2016 07:11:21.000,17 May 2016 08:10:09.870,3528.870
17 May 2016 08:42:43.213,17 May 2016 09:41:36.393,3533.181
17 May 2016 10:14:05.394,17 May 2016 11:13:02.958,3537.564
17 May 2016 11:45:27.546,17 May 2016 12:44:29.561,3542.015
17 May 2016 13:16:49.664,17 May 2016 14:15:56.206,3546.542
17 May 2016 14:48:11.750,17 May 2016 15:47:22.894,3551.144
17 May 2016 16:19:33.803,17 May 2016 17:18:49.625,3555.821
17 May 2016 17:50:55.826,17 May 2016 18:50:16.404,3560.578
17 May 2016 19:22:17.820,17 May 2016 20:21:43.231,3565.411
17 May 2016 20:53:39.777,17 May 2016 21:53:10.110,3570.333
17 May 2016 22:25:01.708,17 May 2016 23:24:37.036,3575.328
17 May 2016 23:56:23.603,18 May 2016 00:56:04.015,3580.411
18 May 2016 01:27:45.467,18 May 2016 02:27:31.046,3585.580
18 May 2016 02:59:07.296,18 May 2016 03:58:58.135,3590.839
18 May 2016 04:30:29.096,18 May 2016 05:30:25.278,3596.182
18 May 2016 06:01:50.864,18 May 2016 07:01:52.482,3601.618
18 May 2016 07:33:12.600,18 May 2016 08:33:19.748,3607.148
18 May 2016 09:04:34.304,18 May 2016 10:04:47.079,3612.775
18 May 2016 10:35:55.975,18 May 2016 11:36:14.471,3618.496
18 May 2016 12:07:17.614,18 May 2016 13:07:41.932,3624.318
18 May 2016 13:38:39.223,18 May 2016 14:39:09.457,3630.234
18 May 2016 15:10:00.797,18 May 2016 16:10:37.057,3636.260
18 May 2016 16:41:22.336,18 May 2016 17:42:04.726,3642.389
18 May 2016 18:12:43.845,18 May 2016 19:13:32.471,3648.627
18 May 2016 19:44:05.321,18 May 2016 20:45:00.297,3654.977
18 May 2016 21:15:26.764,18 May 2016 22:16:28.200,3661.436
18 May 2016 22:46:48.178,18 May 2016 23:47:56.184,3668.005
19 May 2016 00:18:09.551,19 May 2016 01:19:24.251,3674.701
19 May 2016 01:49:30.894,19 May 2016 02:50:52.406,3681.511
19 May 2016 03:20:52.209,19 May 2016 04:22:20.647,3688.437
19 May 2016 04:52:13.482,19 May 2016 05:53:48.982,3695.500
19 May 2016 06:23:34.728,19 May 2016 07:25:17.411,3702.683
19 May 2016 07:54:55.934,19 May 2016 08:56:45.943,3710.009
19 May 2016 09:26:17.113,19 May 2016 10:28:14.564,3717.451
19 May 2016 10:57:38.250,19 May 2016 11:59:43.293,3725.043
19 May 2016 12:28:59.357,19 May 2016 13:31:12.128,3732.771
19 May 2016 14:00:20.429,19 May 2016 15:02:41.074,3740.645
19 May 2016 15:31:41.467,19 May 2016 16:34:10.126,3748.660
19 May 2016 17:03:02.472,19 May 2016 18:05:39.297,3756.825
19 May 2016 18:34:23.439,19 May 2016 19:37:08.589,3765.150
19 May 2016 20:05:44.368,19 May 2016 21:08:37.997,3773.628
19 May 2016 21:37:05.268,19 May 2016 22:40:07.533,3782.265
19 May 2016 23:08:26.125,20 May 2016 00:11:37.199,3791.074
20 May 2016 00:39:46.953,20 May 2016 01:43:06.995,3800.042
20 May 2016 02:11:07.737,20 May 2016 03:14:36.933,3809.196
20 May 2016 03:42:28.488,20 May 2016 04:46:07.008,3818.520
20 May 2016 05:13:49.201,20 May 2016 06:17:37.223,3828.022
20 May 2016 06:45:09.878,20 May 2016 07:49:07.591,3837.713
20 May 2016 08:16:30.521,20 May 2016 09:20:38.111,3847.590
20 May 2016 09:47:51.121,20 May 2016 10:52:08.789,3857.668
20 May 2016 11:19:11.678,20 May 2016 12:23:39.632,3867.953
20 May 2016 12:50:32.202,20 May 2016 13:55:10.634,3878.432
20 May 2016 14:21:52.683,20 May 2016 15:26:41.811,3889.129
20 May 2016 15:53:13.126,20 May 2016 16:58:13.165,3900.039
20 May 2016 17:24:33.528,20 May 2016 18:29:44.702,3911.175
20 May 2016 18:55:53.889,20 May 2016 20:01:16.423,3922.534
20 May 2016 20:27:14.211,20 May 2016 21:32:48.337,3934.126
20 May 2016 21:58:34.486,20 May 2016 23:04:20.446,3945.960
20 May 2016 23:29:54.719,21 May 2016 00:35:52.756,3958.037
21 May 2016 01:01:14.913,21 May 2016 02:07:25.279,3970.365
21 May 2016 02:32:35.055,21 May 2016 03:38:58.016,3982.961
21 May 2016 04:03:55.155,21 May 2016 05:10:30.974,3995.819
21 May 2016 05:35:15.210,21 May 2016 06:42:04.161,4008.951
21 May 2016 07:06:35.217,21 May 2016 08:13:37.581,4022.364
21 May 2016 08:37:55.181,21 May 2016 09:45:11.247,4036.066
21 May 2016 10:09:15.091,21 May 2016 11:16:45.152,4050.061
21 May 2016 11:40:34.951,21 May 2016 12:48:19.317,4064.366
21 May 2016 13:11:54.759,21 May 2016 14:19:53.745,4078.986
21 May 2016 14:43:14.514,21 May 2016 15:51:28.447,4093.933
21 May 2016 16:14:34.215,21 May 2016 17:23:03.425,4109.209
21 May 2016 17:45:53.855,21 May 2016 18:54:38.683,4124.828
21 May 2016 19:17:13.443,21 May 2016 20:26:14.241,4140.798
21 May 2016 20:48:32.972,21 May 2016 21:57:50.104,4157.132
21 May 2016 22:19:52.440,21 May 2016 23:29:26.281,4173.842
21 May 2016 23:51:11.843,22 May 2016 01:01:02.776,4190.932
22 May 2016 01:22:31.182,22 May 2016 02:32:39.605,4208.423
22 May 2016 02:53:50.458,22 May 2016 04:04:16.775,4226.318
22 May 2016 04:25:09.657,22 May 2016 05:35:54.298,4244.641
22 May 2016 05:56:28.783,22 May 2016 07:07:32.187,4263.403
22 May 2016 07:27:47.832,22 May 2016 08:39:10.442,4282.610
22 May 2016 08:59:06.801,22 May 2016 10:10:49.087,4302.286
22 May 2016 10:30:25.684,22 May 2016 11:42:28.131,4322.447
22 May 2016 12:01:44.480,22 May 2016 13:14:07.583,4343.103
22 May 2016 13:33:03.176,22 May 2016 14:45:47.457,4364.281
22 May 2016 15:04:21.783,22 May 2016 16:17:27.766,4385.982
22 May 2016 16:35:40.280,22 May 2016 17:49:08.530,4408.250
22 May 2016 18:06:58.665,22 May 2016 19:20:49.756,4431.091
22 May 2016 19:38:16.931,22 May 2016 20:52:31.471,4454.539
22 May 2016 21:09:35.067,22 May 2016 22:24:13.675,4478.608
22 May 2016 22:40:53.068,22 May 2016 23:55:56.407,4503.338
23 May 2016 00:12:10.923,23 May 2016 01:27:39.672,4528.748
23 May 2016 01:43:28.615,23 May 2016 02:59:23.490,4554.875
23 May 2016 03:14:46.127,23 May 2016 04:31:07.898,4581.771
23 May 2016 04:46:03.452,23 May 2016 06:02:52.908,4609.456
23 May 2016 06:17:20.565,23 May 2016 07:34:38.561,4637.996
23 May 2016 07:48:37.447,23 May 2016 09:06:24.880,4667.433
23 May 2016 09:19:54.064,23 May 2016 10:38:11.907,4697.842
23 May 2016 10:51:10.393,23 May 2016 12:09:59.680,4729.287
23 May 2016 12:22:26.386,23 May 2016 13:41:48.261,4761.875
23 May 2016 13:53:42.002,23 May 2016 15:13:37.707,4795.705
23 May 2016 15:24:57.175,23 May 2016 16:45:28.097,4830.922
23 May 2016 16:56:11.834,23 May 2016 18:17:19.531,4867.698
23 May 2016 18:27:25.877,23 May 2016 19:49:12.142,4906.265
23 May 2016 19:58:39.185,23 May 2016 21:21:06.096,4946.911
23 May 2016 21:29:51.570,23 May 2016 22:53:01.652,4990.083
23 May 2016 23:01:02.788,24 May 2016 00:24:59.184,5036.396
24 May 2016 00:32:12.468,24 May 2016 01:56:59.282,5086.814
24 May 2016 02:03:19.995,24 May 2016 03:29:03.037,5143.042
24 May 2016 03:34:24.293,24 May 2016 05:01:12.781,5208.488
24 May 2016 05:05:23.013,24 May 2016 06:33:36.054,5293.041
24 May 2016 06:36:08.618,26 May 2016 15:02:11.974,203163.356
26 May 2016 15:05:25.744,26 May 2016 16:33:03.311,5257.567
26 May 2016 16:37:41.060,26 May 2016 18:04:03.547,5182.487
26 May 2016 18:09:46.964,26 May 2016 19:35:08.183,5121.218
26 May 2016 19:41:47.950,26 May 2016 21:06:15.503,5067.552
26 May 2016 21:13:45.729,26 May 2016 22:37:24.656,5018.927
26 May 2016 22:45:41.154,27 May 2016 00:08:35.142,4973.988
27 May 2016 00:17:34.715,27 May 2016 01:39:46.636,4931.921
27 May 2016 01:49:26.734,27 May 2016 03:10:58.927,4892.193
27 May 2016 03:21:17.429,27 May 2016 04:42:11.856,4854.426
27 May 2016 04:53:06.952,27 May 2016 06:13:25.307,4818.355
27 May 2016 06:24:55.432,27 May 2016 07:44:39.192,4783.759
27 May 2016 07:56:42.953,27 May 2016 09:15:53.442,4750.490
27 May 2016 09:28:29.582,27 May 2016 10:47:08.003,4718.421
27 May 2016 11:00:15.383,27 May 2016 12:18:22.831,4687.448
27 May 2016 12:32:00.408,27 May 2016 13:49:37.888,4657.480
27 May 2016 14:03:44.691,27 May 2016 15:20:53.149,4628.458
27 May 2016 15:35:28.277,27 May 2016 16:52:08.578,4600.301
27 May 2016 17:07:11.182,27 May 2016 18:23:24.166,4572.984
27 May 2016 18:38:53.453,27 May 2016 19:54:39.885,4546.432
27 May 2016 20:10:35.097,27 May 2016 21:25:55.724,4520.627
27 May 2016 21:42:16.150,27 May 2016 22:57:11.672,4495.521
27 May 2016 23:13:56.625,28 May 2016 00:28:27.711,4471.086
28 May 2016 00:45:36.540,28 May 2016 01:59:43.833,4447.293
28 May 2016 02:17:15.919,28 May 2016 03:31:00.027,4424.108
28 May 2016 03:48:54.773,28 May 2016 05:02:16.290,4401.517
28 May 2016 05:20:33.122,28 May 2016 06:33:32.615,4379.492
28 May 2016 06:52:10.985,28 May 2016 08:04:48.986,4358.002
28 May 2016 08:23:48.359,28 May 2016 09:36:05.408,4337.049
28 May 2016 09:55:25.279,28 May 2016 11:07:21.871,4316.592
28 May 2016 11:27:01.739,28 May 2016 12:38:38.371,4296.632
28 May 2016 12:58:37.764,28 May 2016 14:09:54.904,4277.140
28 May 2016 14:30:13.359,28 May 2016 15:41:11.466,4258.107
28 May 2016 16:01:48.531,28 May 2016 17:12:28.053,4239.522
28 May 2016 17:33:23.303,28 May 2016 18:43:44.663,4221.360
28 May 2016 19:04:57.682,28 May 2016 20:15:01.295,4203.613
28 May 2016 20:36:31.670,28 May 2016 21:46:17.939,4186.269
28 May 2016 22:08:05.285,28 May 2016 23:17:34.600,4169.315
28 May 2016 23:39:38.539,29 May 2016 00:48:51.273,4152.734
29 May 2016 01:11:11.430,29 May 2016 02:20:07.957,4136.527
29 May 2016 02:42:43.972,29 May 2016 03:51:24.648,4120.676
29 May 2016 04:14:16.175,29 May 2016 05:22:41.347,4105.172
29 May 2016 05:45:48.046,29 May 2016 06:53:58.053,4090.008
29 May 2016 07:17:19.593,29 May 2016 08:25:14.758,4075.165
29 May 2016 08:48:50.823,29 May 2016 09:56:31.467,4060.643
29 May 2016 10:20:21.742,29 May 2016 11:27:48.178,4046.436
29 May 2016 11:51:52.363,29 May 2016 12:59:04.887,4032.523
29 May 2016 13:23:22.691,29 May 2016 14:30:21.599,4018.908
29 May 2016 14:54:52.731,29 May 2016 16:01:38.301,4005.570
29 May 2016 16:26:22.490,29 May 2016 17:32:55.004,3992.513
29 May 2016 17:57:51.981,29 May 2016 19:04:11.702,3979.721
29 May 2016 19:29:21.194,29 May 2016 20:35:28.395,3967.201
29 May 2016 21:00:50.150,29 May 2016 22:06:45.082,3954.932
29 May 2016 22:32:18.850,29 May 2016 23:38:01.763,3942.913
30 May 2016 00:03:47.305,30 May 2016 01:09:18.439,3931.134
30 May 2016 01:35:15.511,30 May 2016 02:40:35.104,3919.593
30 May 2016 03:06:43.474,30 May 2016 04:11:51.757,3908.283
30 May 2016 04:38:11.209,30 May 2016 05:43:08.407,3897.199
30 May 2016 06:09:38.710,30 May 2016 07:14:25.041,3886.331
30 May 2016 07:41:05.991,30 May 2016 08:45:41.671,3875.680
30 May 2016 09:12:33.053,30 May 2016 10:16:58.288,3865.234
30 May 2016 10:43:59.904,30 May 2016 11:48:14.890,3854.986
30 May 2016 12:15:26.543,30 May 2016 13:19:31.486,3844.942
30 May 2016 13:46:52.973,30 May 2016 14:50:48.067,3835.094
30 May 2016 15:18:19.209,30 May 2016 16:22:04.634,3825.425
30 May 2016 16:49:45.242,30 May 2016 17:53:21.192,3815.950
30 May 2016 18:21:11.085,30 May 2016 19:24:37.732,3806.647
30 May 2016 19:52:36.740,30 May 2016 20:55:54.264,3797.524
30 May 2016 21:24:02.211,30 May 2016 22:27:10.777,3788.567
30 May 2016 22:55:27.500,30 May 2016 23:58:27.279,3779.779
31 May 2016 00:26:52.612,31 May 2016 01:29:43.770,3771.157
31 May 2016 01:58:17.551,31 May 2016 03:01:00.239,3762.688
31 May 2016 03:29:42.320,31 May 2016 04:32:16.697,3754.376
31 May 2016 05:01:06.920,31 May 2016 06:03:33.139,3746.219
31 May 2016 06:32:31.362,31 May 2016 07:34:49.568,3738.205
31 May 2016 08:03:55.635,31 May 2016 09:06:05.982,3730.347
31 May 2016 09:35:19.755,31 May 2016 10:37:22.378,3722.623
31 May 2016 11:06:43.721,31 May 2016 12:08:38.756,3715.035
31 May 2016 12:38:07.535,31 May 2016 13:39:55.123,3707.588
31 May 2016 14:09:31.203,31 May 2016 15:11:11.471,3700.268
31 May 2016 15:40:54.723,31 May 2016 16:42:27.803,3693.080
31 May 2016 17:12:18.097,31 May 2016 18:13:44.118,3686.021
31 May 2016 18:43:41.335,31 May 2016 19:45:00.416,3679.081
31 May 2016 20:15:04.434,31 May 2016 21:16:16.695,3672.262
31 May 2016 21:46:27.393,31 May 2016 22:47:32.963,3665.570
31 May 2016 23:17:50.228,1 Jun 2016 00:18:49.208,3658.981
1 Jun 2016 00:49:12.922,1 Jun 2016 01:50:05.439,3652.518
1 Jun 2016 02:20:35.492,1 Jun 2016 03:21:21.652,3646.160
1 Jun 2016 03:51:57.941,1 Jun 2016 04:52:37.850,3639.909
1 Jun 2016 05:23:20.258,1 Jun 2016 06:23:54.028,3633.770
1 Jun 2016 06:54:42.457,1 Jun 2016 07:55:10.186,3627.729
1 Jun 2016 08:26:04.536,1 Jun 2016 09:26:26.331,3621.796
1 Jun 2016 09:57:26.497,1 Jun 2016 10:57:42.454,3615.957
1 Jun 2016 11:28:48.343,1 Jun 2016 12:28:58.564,3610.221
1 Jun 2016 13:00:10.075,1 Jun 2016 14:00:14.651,3604.576
1 Jun 2016 14:31:31.695,1 Jun 2016 15:31:30.725,3599.030
1 Jun 2016 16:02:53.205,1 Jun 2016 17:02:46.778,3593.573
1 Jun 2016 17:34:14.607,1 Jun 2016 18:34:02.813,3588.207
1 Jun 2016 19:05:35.902,1 Jun 2016 20:05:18.831,3582.928
1 Jun 2016 20:36:57.095,1 Jun 2016 21:36:34.829,3577.735
1 Jun 2016 22:08:18.182,1 Jun 2016 23:07:50.810,3572.628
1 Jun 2016 23:39:39.165,2 Jun 2016 00:39:06.772,3567.607
2 Jun 2016 01:11:00.051,2 Jun 2016 02:10:22.716,3562.665
2 Jun 2016 02:42:20.837,2 Jun 2016 03:41:38.639,3557.802
2 Jun 2016 04:13:41.527,2 Jun 2016 05:12:54.546,3553.019
2 Jun 2016 05:45:02.121,2 Jun 2016 06:44:10.437,3548.316
2 Jun 2016 07:16:22.622,2 Jun 2016 08:15:26.307,3543.685
2 Jun 2016 08:47:43.029,2 Jun 2016 09:46:42.158,3539.129
2 Jun 2016 10:19:03.345,2 Jun 2016 11:17:57.989,3534.644
2 Jun 2016 11:50:23.572,2 Jun 2016 12:49:13.805,3530.233
2 Jun 2016 13:21:43.712,2 Jun 2016 14:20:29.600,3525.888
2 Jun 2016 14:53:03.759,2 Jun 2016 15:51:45.377,3521.618
2 Jun 2016 16:24:23.723,2 Jun 2016 17:23:01.135,3517.412
2 Jun 2016 17:55:43.604,2 Jun 2016 18:54:16.875,3513.270
2 Jun 2016 19:27:03.397,2 Jun 2016 20:25:32.593,3509.196
2 Jun 2016 20:58:23.109,2 Jun 2016 21:56:48.295,3505.186
2 Jun 2016 22:29:42.740,2 Jun 2016 23:28:03.979,3501.239
3 Jun 2016 00:01:02.290,3 Jun 2016 00:59:19.643,3497.352
3 Jun 2016 01:32:21.762,3 Jun 2016 02:30:35.288,3493.527
3 Jun 2016 03:03:41.154,3 Jun 2016 04:01:50.915,3489.761
3 Jun 2016 04:35:00.470,3 Jun 2016 05:33:06.524,3486.054
3 Jun 2016 06:06:19.712,3 Jun 2016 07:04:22.113,3482.402
3 Jun 2016 07:37:38.876,3 Jun 2016 08:35:37.686,3478.811
3 Jun 2016 09:08:57.963,3 Jun 2016 10:06:53.238,3475.275
3 Jun 2016 10:40:16.979,3 Jun 2016 11:38:08.771,3471.792
3 Jun 2016 12:11:35.923,3 Jun 2016 13:09:24.286,3468.363
3 Jun 2016 13:42:54.800,3 Jun 2016 14:40:39.781,3464.982
3 Jun 2016 15:14:13.597,3 Jun 2016 16:11:55.258,3461.661
3 Jun 2016 16:45:32.329,3 Jun 2016 17:43:10.716,3458.387
3 Jun 2016 18:16:50.992,3 Jun 2016 19:14:26.156,3455.164
3 Jun 2016 19:48:09.590,3 Jun 2016 20:45:41.576,3451.987
3 Jun 2016 21:19:28.115,3 Jun 2016 22:16:56.978,3448.864
3 Jun 2016 22:50:46.576,3 Jun 2016 23:48:12.362,3445.786
4 Jun 2016 00:22:04.972,4 Jun 2016 01:19:27.726,3442.755
4 Jun 2016 01:53:23.302,4 Jun 2016 02:50:43.072,3439.770
4 Jun 2016 03:24:41.571,4 Jun 2016 04:21:58.400,3436.829
4 Jun 2016 04:55:59.774,4 Jun 2016 05:53:13.708,3433.934
4 Jun 2016 06:27:17.914,4 Jun 2016 07:24:28.996,3431.082
4 Jun 2016 07:58:35.993,4 Jun 2016 08:55:44.267,3428.274
4 Jun 2016 09:29:54.009,4 Jun 2016 10:26:59.520,3425.511
4 Jun 2016 11:01:11.965,4 Jun 2016 11:58:14.757,3422.792
4 Jun 2016 12:32:29.859,4 Jun 2016 13:29:29.970,3420.111
4 Jun 2016 14:03:47.695,4 Jun 2016 15:00:45.167,3417.472
4 Jun 2016 15:35:05.476,4 Jun 2016 16:32:00.346,3414.870
4 Jun 2016 17:06:23.196,4 Jun 2016 18:03:15.506,3412.310
4 Jun 2016 18:37:40.856,4 Jun 2016 19:34:30.648,3409.793
4 Jun 2016 20:08:58.464,4 Jun 2016 21:05:45.772,3407.307
4 Jun 2016 21:40:16.010,4 Jun 2016 22:37:00.877,3404.866
4 Jun 2016 23:11:33.504,5 Jun 2016 00:08:15.964,3402.460
5 Jun 2016 00:42:50.945,5 Jun 2016 01:39:31.032,3400.087
5 Jun 2016 02:14:08.326,5 Jun 2016 03:10:46.082,3397.756
5 Jun 2016 03:45:25.659,5 Jun 2016 04:42:01.114,3395.455
5 Jun 2016 05:16:42.932,5 Jun 2016 06:13:16.128,3393.196
5 Jun 2016 06:48:00.158,5 Jun 2016 07:44:31.123,3390.965
5 Jun 2016 08:19:17.326,5 Jun 2016 09:15:46.101,3388.774
5 Jun 2016 09:50:34.445,5 Jun 2016 10:47:01.060,3386.614
5 Jun 2016 11:21:51.513,5 Jun 2016 12:18:16.001,3384.488
5 Jun 2016 12:53:08.530,5 Jun 2016 13:49:30.924,3382.395
5 Jun 2016 14:24:25.496,5 Jun 2016 15:20:45.829,3380.333
5 Jun 2016 15:55:42.412,5 Jun 2016 16:52:00.716,3378.304
5 Jun 2016 17:26:59.281,5 Jun 2016 18:23:15.585,3376.305
5 Jun 2016 18:58:16.098,5 Jun 2016 19:54:30.437,3374.338
5 Jun 2016 20:29:32.867,5 Jun 2016 21:25:45.270,3372.403
5 Jun 2016 22:00:49.588,5 Jun 2016 22:57:00.086,3370.498
5 Jun 2016 23:32:06.261,6 Jun 2016 00:28:14.884,3368.623
6 Jun 2016 01:03:22.886,6 Jun 2016 01:59:29.664,3366.777
6 Jun 2016 02:34:39.463,6 Jun 2016 03:30:44.429,3364.966
6 Jun 2016 04:05:55.998,6 Jun 2016 05:01:59.171,3363.173
6 Jun 2016 05:37:12.481,6 Jun 2016 06:33:13.901,3361.420
6 Jun 2016 07:08:28.925,6 Jun 2016 08:04:28.608,3359.683
6 Jun 2016 08:39:45.320,6 Jun 2016 09:35:43.300,3357.980
6 Jun 2016 10:11:01.669,6 Jun 2016 11:06:57.975,3356.306
6 Jun 2016 11:42:17.976,6 Jun 2016 12:38:12.632,3354.656
6 Jun 2016 13:13:34.238,6 Jun 2016 14:09:27.272,3353.034
6 Jun 2016 14:44:50.456,6 Jun 2016 15:40:41.895,3351.439
6 Jun 2016 16:16:06.631,6 Jun 2016 17:11:56.500,3349.869
6 Jun 2016 17:47:22.763,6 Jun 2016 18:43:11.088,3348.326
6 Jun 2016 19:18:38.849,6 Jun 2016 20:14:25.659,3346.810
6 Jun 2016 20:49:54.896,6 Jun 2016 21:45:40.213,3345.317
6 Jun 2016 22:21:10.901,6 Jun 2016 23:16:54.750,3343.849
6 Jun 2016 23:52:26.864,7 Jun 2016 00:48:09.270,3342.406
7 Jun 2016 01:23:42.786,7 Jun 2016 02:19:23.773,3340.987
7 Jun 2016 02:54:58.667,7 Jun 2016 03:50:38.259,3339.592
7 Jun 2016 04:26:14.507,7 Jun 2016 05:21:52.728,3338.221
7 Jun 2016 05:57:30.307,7 Jun 2016 06:53:07.180,3336.873
7 Jun 2016 07:28:46.067,7 Jun 2016 08:24:21.616,3335.549
7 Jun 2016 09:00:01.787,7 Jun 2016 09:55:36.035,3334.247
7 Jun 2016 10:31:17.468,7 Jun 2016 11:26:50.437,3332.969
7 Jun 2016 12:02:33.110,7 Jun 2016 12:58:04.823,3331.713
7 Jun 2016 13:33:48.713,7 Jun 2016 14:29:19.192,3330.479
7 Jun 2016 15:05:04.280,7 Jun 2016 16:00:33.545,3329.265
7 Jun 2016 16:36:19.806,7 Jun 2016 17:31:47.881,3328.075
7 Jun 2016 18:07:35.295,7 Jun 2016 19:03:02.201,3326.906
7 Jun 2016 19:38:50.746,7 Jun 2016 20:34:16.507,3325.761
7 Jun 2016 21:10:06.160,7 Jun 2016 22:05:30.795,3324.635
7 Jun 2016 22:41:21.536,7 Jun 2016 23:36:45.069,3323.533
8 Jun 2016 00:12:36.876,8 Jun 2016 01:07:59.319,3322.443
8 Jun 2016 01:43:52.179,8 Jun 2016 02:39:13.558,3321.379
8 Jun 2016 03:15:07.446,8 Jun 2016 04:10:27.782,3320.335
8 Jun 2016 04:46:22.675,8 Jun 2016 05:41:41.989,3319.314
8 Jun 2016 06:17:37.870,8 Jun 2016 07:12:56.181,3318.310
8 Jun 2016 07:48:53.033,8 Jun 2016 08:44:10.356,3317.324
8 Jun 2016 09:20:08.158,8 Jun 2016 10:15:24.517,3316.359
8 Jun 2016 10:51:23.250,8 Jun 2016 11:46:38.661,3315.411
8 Jun 2016 12:22:38.300,8 Jun 2016 13:17:52.790,3314.489
8 Jun 2016 13:53:53.321,8 Jun 2016 14:49:06.903,3313.582
8 Jun 2016 15:25:08.308,8 Jun 2016 16:20:21.001,3312.693
8 Jun 2016 16:56:23.260,8 Jun 2016 17:51:35.084,3311.823
8 Jun 2016 18:27:38.179,8 Jun 2016 19:22:49.151,3310.971
8 Jun 2016 19:58:53.065,8 Jun 2016 20:54:03.203,3310.138
8 Jun 2016 21:30:07.917,8 Jun 2016 22:25:17.239,3309.322
8 Jun 2016 23:01:22.737,8 Jun 2016 23:56:31.261,3308.525
9 Jun 2016 00:32:37.523,9 Jun 2016 01:27:45.268,3307.745
9 Jun 2016 02:03:52.277,9 Jun 2016 02:58:59.259,3306.982
9 Jun 2016 03:35:06.999,9 Jun 2016 04:30:13.236,3306.237
9 Jun 2016 05:06:21.689,9 Jun 2016 06:01:27.198,3305.509
9 Jun 2016 06:37:36.347,9 Jun 2016 07:32:41.145,3304.799
9 Jun 2016 08:08:50.973,9 Jun 2016 09:03:55.078,3304.105
9 Jun 2016 09:40:05.568,9 Jun 2016 10:35:08.996,3303.428
9 Jun 2016 11:11:20.131,9 Jun 2016 12:06:22.899,3302.768
9 Jun 2016 12:42:34.664,9 Jun 2016 13:37:36.790,3302.126
9 Jun 2016 14:13:49.166,9 Jun 2016 15:08:50.662,3301.496
9 Jun 2016 15:45:03.637,9 Jun 2016 16:40:04.525,3300.888
9 Jun 2016 17:16:18.079,9 Jun 2016 18:11:18.373,3300.295
9 Jun 2016 18:47:32.489,9 Jun 2016 19:42:32.205,3299.716
9 Jun 2016 20:18:46.871,9 Jun 2016 21:13:46.018,3299.147
9 Jun 2016 21:50:01.222,9 Jun 2016 22:44:59.821,3298.600
9 Jun 2016 23:21:15.546,10 Jun 2016 00:16:13.611,3298.065
10 Jun 2016 00:52:29.836,10 Jun 2016 01:47:27.392,3297.556
10 Jun 2016 02:23:44.102,10 Jun 2016 03:18:41.149,3297.047
10 Jun 2016 03:54:58.334,10 Jun 2016 04:49:54.897,3296.563
10 Jun 2016 05:26:12.544,10 Jun 2016 06:21:08.632,3296.088
10 Jun 2016 06:57:26.722,10 Jun 2016 07:52:22.353,3295.631
10 Jun 2016 08:28:40.867,10 Jun 2016 09:23:36.061,3295.194
10 Jun 2016 09:59:54.988,10 Jun 2016 10:54:49.760,3294.772
10 Jun 2016 11:31:09.086,10 Jun 2016 12:26:03.436,3294.350
10 Jun 2016 13:02:23.146,10 Jun 2016 13:57:17.109,3293.962
10 Jun 2016 14:33:37.189,10 Jun 2016 15:28:30.758,3293.569
10 Jun 2016 16:04:51.200,10 Jun 2016 16:59:44.405,3293.205
10 Jun 2016 17:36:05.183,10 Jun 2016 18:30:58.028,3292.845
10 Jun 2016 19:07:19.135,10 Jun 2016 20:02:11.643,3292.509
10 Jun 2016 20:38:33.064,10 Jun 2016 21:33:25.251,3292.187
10 Jun 2016 22:09:46.967,10 Jun 2016 23:04:38.836,3291.868
10 Jun 2016 23:41:00.844,11 Jun 2016 00:35:52.413,3291.569
11 Jun 2016 01:12:14.700,11 Jun 2016 02:07:05.978,3291.278
11 Jun 2016 02:43:28.524,11 Jun 2016 03:38:19.530,3291.005
11 Jun 2016 04:14:42.318,11 Jun 2016 05:09:33.069,3290.751
11 Jun 2016 05:45:56.096,11 Jun 2016 06:40:46.600,3290.504
11 Jun 2016 07:17:09.839,11 Jun 2016 08:12:00.114,3290.275
11 Jun 2016 08:48:23.561,11 Jun 2016 09:43:13.614,3290.053
11 Jun 2016 10:19:37.258,11 Jun 2016 11:14:27.107,3289.849
11 Jun 2016 11:50:50.934,11 Jun 2016 12:45:40.587,3289.653
